"spect3" "spect5" "spect6"
"chr7_158480538" 3 5 5
"chr7_158484893" 2 3 2
"chr7_158513738" 3 4 5
"chr7_158539678" 55 63 62
"chr7_158551366" 5 8 5
"chr7_158554460" 44 63 63
"chr7_158557757" 1 1 3
"chr7_158566875" 1 1 1
"chr7_158576398" 9 11 10
"chr7_158632930" 32 43 40
"chr7_158640667" 6 7 8
"chr7_158659858" 2 4 3
"chr7_158666981" 4 5 5
"chr7_158670310" 10 13 15
"chr7_158674257" 16 24 26
"chr7_158682069" 19 24 24
"chr7_158685398" 1 1 3
"chr7_158700833" 1 2 3
"chr7_158705208" 24 27 30
"chr7_158708682" 1 1 1
"chr7_158733219" 24 36 43
"chr7_158739410" 4 6 7
"chr7_158743111" 12 16 17
"chr7_158754245" 35 57 58
"chr7_158756437" 33 61 63
"chr7_158758852" 4 6 6
"chr7_158760982" 1 1 1
"chr7_158773507" 2 2 2
"chr7_158775777" 37 56 54
"chr7_158778384" 12 14 13
"chr7_158792520" 14 20 25
"chr7_158797023" 2 3 4
"chr7_158802352" 1 2 3
"chr7_158817288" 1 1 2
"chr7_158830191" 21 27 29
"chr7_158839665" 4 5 7
"chr7_158853107" 9 11 13
"chr7_158861016" 1 1 2
"chr7_158865483" 3 5 6
"chr7_158875289" 6 7 7
"chr7_158879321" 4 6 5
"chr7_158897412" 3 4 5
"chr7_158908638" 26 34 34
"chr7_158932492" 23 28 31
"chr7_158939762" 25 33 35
"chr7_158943394" 2 3 2
"chr7_158949067" 2 2 2
"chr7_158951473" 35 47 52
"chr7_158953724" 5 7 5
"chr7_158956153" 8 12 13
"chr7_158989861" 8 13 11
"chr7_158995478" 38 53 52
"chr7_158997317" 12 16 17
"chr7_159009058" 5 7 6
"chr7_159011572" 43 61 52
"chr7_159015101" 14 21 16
"chr7_159060449" 2 3 5
"chr7_159063956" 1 1 1
"chr7_159066723" 1 1 2
"chr7_159078064" 4 5 5
"chr7_159081438" 50 63 60
"chr7_159083924" 3 4 3
"chr7_159094165" 4 5 8
"chr7_159098507" 1 1 2
"chr7_159122142" 1 1 1
"chr7_159130937" 5 8 7
"chr7_159135624" 5 6 8
"chr7_159140084" 3 5 6
"chr7_159143060" 9 11 11
"chr7_159151578" 29 36 34
"chr7_159168278" 24 33 31
"chr7_159172006" 2 2 3
"chr7_159179437" 2 3 4
"chr7_159200446" 2 3 2
"chr7_159206665" 1 1 1
"chr7_159232135" 3 4 4
"chr7_159239550" 1 2 1
"chr7_159243977" 3 3 4
"chr7_159257661" 3 3 3
"chr7_159266524" 24 29 28
"chr7_159274011" 2 2 5
"chr7_159279590" 2 2 2
"chr7_159294078" 8 11 12
"chr7_159306686" 6 7 8
"chr7_159342663" 6 8 6
"chr7_159354134" 21 27 25
"chr7_159362881" 2 2 2
"chr7_159404390" 1 2 1
"chr7_159413331" 13 15 14
"chr7_159428426" 1 1 1
"chr7_159449162" 24 33 38
"chr7_159456462" 1 2 2
"chr7_159471091" 3 4 5
"chr7_159479074" 2 3 4
"chr7_159487199" 2 2 3
"chr7_159492828" 4 5 6
"chr7_159531092" 1 1 3
"chr7_159543865" 1 1 1
"chr7_159566488" 1 1 2
"chr7_159572569" 1 1 1
"chr7_159614551" 5 7 7
"chr7_159624778" 1 1 1
"chr7_159635355" 2 3 4
"chr7_159645562" 3 4 3
"chr7_159652073" 3 4 6
"chr7_159658210" 1 1 2
"chr7_159668103" 3 4 3
"chr7_159713853" 1 1 1
"chr7_159723603" 2 2 2
"chr7_159733363" 36 49 49
"chr7_159744291" 1 1 1
"chr7_159750397" 1 1 1
"chr7_159778907" 9 10 11
"chr7_159792086" 10 13 16
"chr7_159820723" 2 3 2
"chr7_159824201" 2 3 3
"chr7_159826950" 1 1 2
"chr7_159864220" 1 1 2
"chr7_159866510" 1 1 1
"chr7_159877881" 1 2 1
"chr7_159902157" 5 6 8
"chr7_159920778" 17 21 22
"chr7_159959453" 4 5 5
"chr7_159962248" 1 1 2
"chr7_159965892" 3 4 4
"chr7_159968200" 1 1 3
"chr7_159975298" 2 2 2
"chr7_159980916" 1 2 2
"chr7_159988425" 6 9 8
"chr7_159991840" 1 1 1
"chr7_159995618" 18 24 26
"chr7_160000501" 2 3 2
"chr7_160007148" 7 9 12
"chr7_160011221" 3 4 4
"chr7_160029192" 9 15 19
"chr7_160072730" 2 4 3
"chr7_160078746" 7 11 15
"chr7_160099938" 1 2 1
"chr7_160139550" 1 1 2
"chr7_160177756" 9 12 13
"chr7_160179467" 8 12 13
"chr7_160182305" 1 2 2
"chr7_160184475" 5 7 5
"chr7_160189480" 2 4 5
"chr7_160217629" 3 5 4
"chr7_160225905" 16 18 18
"chr7_160231937" 3 4 4
"chr7_160246709" 2 2 2
"chr7_160253051" 1 2 2
"chr7_160255540" 27 32 31
"chr7_160266077" 11 15 13
"chr7_160269020" 2 3 2
"chr7_160312738" 1 2 1
"chr7_160324875" 15 20 19
"chr7_160326888" 18 25 23
"chr7_160341194" 17 25 25
"chr7_160346080" 22 26 26
"chr7_160351289" 1 1 4
"chr7_160424582" 1 1 1
"chr7_160433675" 1 1 1
"chr7_160446491" 23 27 26
"chr7_160463044" 1 1 2
"chr7_160472297" 6 7 8
"chr7_160480284" 1 1 2
"chr7_160483542" 1 1 1
"chr7_160490517" 1 1 2
"chr7_160510710" 1 1 1
"chr7_160517282" 1 1 1
"chr7_160532486" 2 2 3
"chr7_160535588" 3 5 5
"chr7_160538438" 3 4 3
"chr7_160541618" 2 2 2
"chr7_160547599" 2 2 2
"chr7_160577859" 2 3 4
"chr7_160579559" 3 4 3
"chr7_160584367" 2 3 2
"chr7_160592104" 1 1 1
"chr7_160597317" 1 1 2
"chr7_160610270" 2 3 5
"chr7_160615327" 1 1 1
"chr7_160619367" 1 1 1
"chr7_160647638" 1 2 2
"chr7_160649965" 1 1 1
"chr7_160652405" 1 1 2
"chr7_160655626" 6 7 7
"chr7_160661323" 8 12 9
"chr7_160663509" 7 9 8
"chr7_160677828" 1 1 3
"chr7_160680586" 3 4 4
"chr7_160708276" 6 11 10
"chr7_160714301" 4 7 4
"chr7_160725993" 43 60 60
"chr7_160728476" 48 58 58
"chr7_160740696" 18 26 25
"chr7_160750038" 18 23 24
"chr7_160780659" 8 12 15
"chr7_160791024" 7 12 19
"chr7_160813065" 23 32 33
"chr7_160832992" 1 1 1
"chr7_160846984" 1 2 1
"chr7_160940128" 5 7 5
"chr7_160943430" 42 46 45
"chr7_160947268" 7 8 7
"chr7_160949306" 1 1 1
"chr7_160952145" 12 14 13
"chr7_160970306" 1 1 1
"chr7_160977586" 1 1 1
"chr7_160996742" 42 50 50
"chr7_161040235" 11 15 16
"chr7_161057782" 9 16 22
"chr7_161089295" 7 12 10
"chr7_161116676" 2 3 3
"chr7_161119976" 2 2 2
"chr7_161129541" 2 2 3
"chr7_161132494" 7 9 10
"chr7_161136580" 6 7 7
"chr7_161138779" 3 4 6
"chr7_161141108" 6 8 8
"chr7_161143580" 3 4 3
"chr7_161145756" 18 28 38
"chr7_161148374" 4 6 6
"chr7_161150807" 13 16 14
"chr7_161172001" 1 1 1
"chr7_161182013" 3 4 3
"chr7_161184408" 3 5 6
"chr7_161190833" 12 15 14
"chr7_161193292" 1 1 1
"chr7_161197861" 11 13 14
"chr7_161200653" 2 3 5
"chr7_161205436" 5 9 9
"chr7_161210441" 13 18 19
"chr7_161216225" 2 3 2
"chr7_161238536" 30 35 30
"chr7_161243437" 2 3 3
"chr7_161247754" 20 25 23
"chr7_161255576" 12 15 20
"chr7_161261410" 3 4 3
"chr7_161268974" 7 10 10
"chr7_161279618" 2 3 5
"chr7_161290553" 4 6 6
"chr7_161294675" 1 1 1
"chr7_161298041" 5 7 6
"chr7_161306778" 1 1 2
"chr7_161309839" 3 4 6
"chr7_161335673" 5 7 6
"chr7_161339982" 11 14 12
"chr7_161345311" 1 1 1
"chr7_161352467" 6 7 6
"chr7_161357893" 1 1 1
"chr7_161382320" 1 1 1
"chr7_161396486" 16 22 19
"chr7_161398826" 21 32 31
"chr7_161401916" 1 1 2
"chr7_161408907" 2 2 2
"chr7_161423774" 2 2 3
"chr7_161427880" 2 4 4
"chr7_161431500" 55 67 70
"chr7_161434748" 21 25 25
"chr7_161438266" 2 3 5
"chr7_161443606" 1 1 1
"chr7_161458703" 2 2 5
"chr7_161460476" 1 1 1
"chr7_161484187" 1 2 3
"chr7_161494356" 1 2 6
"chr7_161520166" 1 1 1
"chr7_161522070" 1 1 1
"chr7_161525698" 4 5 6
"chr7_161528919" 8 10 8
"chr7_161536769" 12 15 12
"chr7_161562379" 1 1 2
"chr7_161568470" 1 2 1
"chr7_161579120" 13 17 14
"chr7_161614795" 5 6 9
"chr7_161620376" 1 1 1
"chr7_161624611" 1 2 3
"chr7_161643973" 20 32 31
"chr7_161671778" 55 67 67
"chr7_161676924" 3 4 4
"chr7_161684207" 1 1 1
"chr7_161699463" 3 4 5
"chr7_161702674" 1 1 3
"chr7_161705281" 2 2 3
"chr7_161707896" 30 36 39
"chr7_161715300" 2 3 2
"chr7_161718133" 41 51 51
"chr7_161720233" 2 2 3
"chr7_161727314" 37 56 57
"chr7_161733359" 2 3 3
"chr7_161743585" 6 8 7
"chr7_161769156" 3 3 3
"chr7_161772497" 8 11 11
"chr7_161793183" 1 1 1
"chr7_161799840" 3 3 3
"chr7_161802351" 1 1 1
"chr7_161804755" 1 1 1
"chr7_161807154" 3 4 4
"chr7_161809307" 31 37 38
"chr7_161811848" 1 2 1
"chr7_161824686" 3 4 4
"chr7_161827024" 3 4 4
"chr7_161832282" 2 3 4
"chr7_161852948" 2 3 3
"chr7_161908920" 1 1 1
"chr7_161921660" 24 29 31
"chr7_161940387" 1 1 1
"chr7_161946880" 1 1 1
"chr7_161949458" 35 59 59
"chr7_161980896" 1 1 4
"chr7_162017987" 4 5 7
"chr7_162019720" 2 3 2
"chr7_162022089" 1 1 1
"chr7_162034940" 57 67 66
"chr7_162036567" 44 57 59
"chr7_162040761" 1 1 1
"chr7_162052859" 2 2 3
"chr7_162064826" 3 5 5
"chr7_162090684" 42 67 62
"chr7_162096007" 1 2 3
"chr7_162109617" 2 2 2
"chr7_162115492" 2 3 3
"chr7_162117821" 10 12 13
"chr7_162147110" 2 3 2
"chr7_162168644" 4 5 5
"chr7_162171008" 16 19 18
"chr7_162188338" 2 2 3
"chr7_162193885" 5 7 8
"chr7_162221463" 7 8 8
"chr7_162225493" 2 3 3
"chr7_162227466" 2 2 2
"chr7_162241047" 4 6 6
"chr7_162255988" 2 3 2
"chr7_162258190" 11 13 14
"chr7_162260295" 9 11 12
"chr7_162262789" 2 3 3
"chr7_162266719" 4 4 4
"chr7_162273678" 1 1 1
"chr7_162275460" 8 10 12
"chr7_162310146" 1 1 5
"chr7_162348871" 7 9 7
"chr7_162351423" 2 3 2
"chr7_162362323" 13 16 17
"chr7_162368661" 2 3 4
"chr7_162371236" 1 1 2
"chr7_162373844" 1 1 1
"chr7_162376347" 9 12 13
"chr7_162379641" 6 8 9
"chr7_162392149" 3 4 5
"chr7_162407861" 4 5 6
"chr7_162409737" 8 10 11
"chr7_162411726" 9 12 9
"chr7_162414309" 1 1 3
"chr7_162430091" 3 4 3
"chr7_162438518" 2 3 3
"chr7_162443275" 1 1 1
"chr7_162446076" 9 11 12
"chr7_162450743" 2 3 6
"chr7_162464360" 3 4 6
"chr7_162483276" 8 11 14
"chr7_162489612" 2 4 3
"chr7_162498482" 8 13 20
"chr7_162506241" 2 3 4
"chr7_162521438" 1 2 1
"chr7_162524071" 1 1 2
"chr7_162530159" 2 2 3
"chr7_162538586" 1 1 1
"chr7_162546009" 1 1 2
"chr7_162549090" 2 3 3
"chr7_162551572" 7 8 7
"chr7_162555680" 5 7 8
"chr7_162586414" 8 9 10
"chr7_162588925" 5 7 7
"chr7_162591996" 5 6 7
"chr7_162624108" 5 7 7
"chr7_162636641" 3 4 3
"chr7_162642346" 8 9 10
"chr7_162646982" 3 5 4
"chr7_162651178" 39 46 48
"chr7_162661800" 4 5 6
"chr7_162666322" 9 11 12
"chr7_162692684" 1 1 1
"chr7_162710761" 1 1 1
"chr7_162721973" 10 11 12
"chr7_162729825" 1 2 2
"chr7_162762846" 7 10 7
"chr7_162764546" 8 11 9
"chr7_162771783" 6 7 7
"chr7_162778593" 1 2 2
"chr7_162780218" 21 32 27
"chr7_162781860" 1 1 5
"chr7_162783446" 1 1 1
"chr7_162785332" 4 5 4
"chr7_162787053" 4 5 4
"chr7_162788783" 5 8 9
"chr7_162790747" 18 37 40
"chr7_162792572" 7 10 14
"chr7_162794343" 3 4 3
"chr7_162795903" 3 4 4
"chr7_162799248" 35 41 38
"chr7_162801838" 5 8 6
"chr7_162809401" 1 1 2
"chr7_162814893" 15 20 18
"chr7_162820481" 6 9 13
"chr7_162829031" 6 8 10
"chr7_162832146" 17 21 23
"chr7_162836300" 3 4 5
"chr7_162838187" 5 6 5
"chr7_162840004" 17 23 19
"chr7_162864800" 6 7 8
"chr7_162866976" 2 4 3
"chr7_162872364" 6 8 6
"chr7_162875687" 14 28 29
"chr7_162878764" 26 37 38
"chr7_162881155" 7 9 9
"chr7_162883447" 1 1 1
"chr7_162886055" 7 9 10
"chr7_162893169" 18 23 26
"chr7_162895704" 1 2 5
"chr7_162898859" 21 33 34
"chr7_162900066" 1 1 1
"chr7_162901409" 7 9 8
"chr7_162902642" 3 4 3
"chr7_162905377" 4 6 6
"chr7_162907803" 2 3 2
"chr7_162936523" 5 6 7
"chr7_162939365" 1 1 1
"chr7_162944731" 4 5 5
"chr7_162947983" 8 11 12
"chr7_162957442" 3 3 3
"chr7_162960615" 21 25 25
"chr7_162963233" 2 3 3
"chr7_162965108" 3 4 5
"chr7_162966964" 2 4 2
"chr7_162968630" 6 8 8
"chr7_162970582" 31 35 32
"chr7_162973055" 39 43 43
"chr7_162975920" 1 1 3
"chr7_162984280" 41 55 55
"chr7_162986464" 3 4 8
"chr7_163031351" 4 7 4
"chr7_163035926" 3 4 4
"chr7_163040162" 2 2 3
"chr7_163046478" 3 4 6
"chr7_163050862" 34 50 48
"chr7_163071015" 5 6 6
"chr7_163090872" 1 1 1
"chr7_163111224" 3 4 3
"chr7_163116419" 2 3 3
"chr7_163123091" 1 1 2
"chr7_163166353" 3 4 6
"chr7_163168408" 1 1 1
"chr7_163175825" 2 2 3
"chr7_163190296" 1 1 1
"chr7_163194202" 1 1 2
"chr7_163196515" 1 1 1
"chr7_163198950" 1 1 3
"chr7_163201326" 7 13 11
"chr7_163221839" 3 4 5
"chr7_163225564" 3 4 3
"chr7_163227456" 4 5 5
"chr7_163229741" 2 2 2
"chr7_163243107" 1 1 1
"chr7_163259952" 1 2 1
"chr7_163269721" 8 10 8
"chr7_163279573" 1 1 2
"chr7_163288691" 2 2 2
"chr7_163325362" 9 11 10
"chr7_163349568" 2 2 2
"chr7_163363866" 2 2 2
"chr7_163367081" 4 6 10
"chr7_163372653" 1 1 1
"chr7_163377959" 3 5 10
"chr7_163385235" 3 4 5
"chr7_163398097" 41 52 48
"chr7_163399969" 2 3 3
"chr7_163427843" 1 1 1
"chr7_163429825" 1 1 1
"chr7_163442299" 1 1 1
"chr7_163444820" 1 1 1
"chr7_163450704" 40 46 45
"chr7_163492398" 3 4 4
"chr7_163549599" 3 3 3
"chr7_163557409" 1 1 1
"chr7_163561147" 2 3 4
"chr7_163587685" 12 15 15
"chr7_163590865" 5 6 5
"chr7_163594008" 4 5 4
"chr7_163600233" 1 1 1
"chr7_163616745" 1 2 2
"chr7_163618469" 1 1 2
"chr7_163621826" 2 2 3
"chr7_163625505" 1 1 1
"chr7_163643805" 1 1 1
"chr7_163649198" 7 8 9
"chr7_163673482" 2 2 2
"chr7_163676502" 2 3 4
"chr7_163688064" 1 1 1
"chr7_163691816" 35 46 47
"chr7_163702785" 10 14 12
"chr7_163709692" 7 9 9
"chr7_163712089" 1 1 2
"chr7_163737414" 1 1 2
"chr7_163753431" 3 4 3
"chr7_163759640" 3 4 6
"chr7_163768211" 1 1 2
"chr7_163785469" 3 4 3
"chr7_163788727" 1 1 2
"chr7_163790545" 1 1 2
"chr7_163792402" 1 1 2
"chr7_163795330" 18 30 28
"chr7_163798490" 1 1 1
"chr7_163803374" 1 1 2
"chr7_163806791" 1 1 3
"chr7_163809115" 3 4 3
"chr7_163811439" 1 1 1
"chr7_163821435" 1 1 1
"chr7_163842570" 24 30 29
"chr7_163845057" 1 1 1
"chr7_163867641" 4 5 6
"chr7_163870551" 1 1 2
"chr7_163877979" 2 3 6
"chr7_163900136" 9 16 15
"chr7_163904685" 3 4 4
"chr7_163918624" 1 1 1
"chr7_163941732" 23 26 23
"chr7_163952983" 8 11 10
"chr7_163957675" 2 3 5
"chr7_163969519" 1 1 1
"chr7_163994234" 2 3 7
"chr7_163996454" 1 1 2
"chr7_164044541" 2 3 4
"chr7_164075779" 4 5 9
"chr7_164079575" 1 1 1
"chr7_164082153" 3 4 4
"chr7_164087965" 1 1 2
"chr7_164092298" 2 2 4
"chr7_164093976" 3 4 4
"chr7_164095721" 4 5 6
"chr7_164097194" 1 1 1
"chr7_164100250" 6 7 6
"chr7_164107326" 1 1 1
"chr7_164109442" 1 1 1
"chr7_164111497" 1 1 1
"chr7_164113570" 11 14 12
"chr7_164115247" 10 12 12
"chr7_164117515" 3 4 3
"chr7_164151600" 2 3 5
"chr7_164153701" 5 6 6
"chr7_164188730" 2 3 2
"chr7_164192996" 9 12 11
"chr7_164204599" 29 34 34
"chr7_164207182" 7 8 8
"chr7_164211027" 1 1 3
"chr7_164212707" 2 2 6
"chr7_164225413" 1 1 1
"chr7_164230620" 2 2 2
"chr7_164234267" 3 5 5
"chr7_164236891" 4 5 6
"chr7_164248608" 1 1 2
"chr7_164292067" 12 14 12
"chr7_164300787" 22 25 23
"chr7_164304093" 16 19 20
"chr7_164306899" 14 18 18
"chr7_164309830" 6 9 11
"chr7_164332891" 4 6 7
"chr7_164338262" 1 1 1
"chr7_164341651" 7 9 11
"chr7_164345385" 13 14 15
"chr7_164347940" 4 5 5
"chr7_164351251" 8 12 10
"chr7_164353835" 1 1 3
"chr7_164356819" 19 25 26
"chr7_164362363" 15 22 22
"chr7_164365786" 2 3 4
"chr7_164371957" 6 7 7
"chr7_164374924" 1 1 1
"chr7_164377657" 13 16 15
"chr7_164380844" 2 3 2
"chr7_164384220" 1 1 1
"chr7_164389078" 4 5 5
"chr7_164392126" 7 8 7
"chr7_164394705" 2 2 3
"chr7_164402186" 10 12 11
"chr7_164404620" 11 13 14
"chr7_164406680" 14 17 20
"chr7_164409989" 2 3 3
"chr7_164412638" 3 4 4
"chr7_164426496" 2 2 2
"chr7_164445821" 30 39 37
"chr7_164450888" 1 1 1
"chr7_164453513" 32 37 41
"chr7_164455654" 1 1 1
"chr7_164457463" 16 21 18
"chr7_164460865" 3 4 8
"chr7_164470323" 18 22 21
"chr7_164473892" 1 1 1
"chr7_164477276" 2 3 2
"chr7_164479444" 27 35 34
"chr7_164485125" 3 4 5
"chr7_164490037" 1 1 1
"chr7_164507990" 1 1 1
"chr7_164540408" 9 12 14
"chr7_164546318" 1 1 1
"chr7_164550124" 2 3 3
"chr7_164553427" 3 4 3
"chr7_164556385" 2 2 2
"chr7_164571382" 2 2 2
"chr7_164607026" 1 1 1
"chr7_164627073" 22 35 31
"chr7_164638210" 14 14 14
"chr7_164649669" 4 6 5
"chr7_164656977" 2 2 3
"chr7_164737127" 36 43 44
"chr7_164740261" 2 4 5
"chr7_164791677" 4 5 4
"chr7_164796188" 2 3 3
"chr7_164851403" 1 1 1
"chr7_164854794" 1 1 2
"chr7_164857596" 34 42 45
"chr7_164865603" 27 36 32
"chr7_164877645" 1 1 2
"chr7_164885382" 1 1 1
"chr7_164904821" 2 3 3
"chr7_164911492" 4 5 5
"chr7_164946893" 1 1 3
"chr7_164968317" 1 1 2
"chr7_164988308" 1 1 1
"chr7_164990313" 3 4 3
"chr7_164994634" 1 1 1
"chr7_165018962" 1 2 1
"chr7_165065349" 1 2 2
"chr7_165115537" 27 39 40
"chr7_165124730" 1 1 1
"chr7_165149643" 1 1 2
"chr7_165153183" 16 18 18
"chr7_165179304" 4 5 5
"chr7_165188735" 3 4 4
"chr7_165191855" 1 1 3
"chr7_165239876" 3 5 4
"chr7_165242637" 4 5 6
"chr7_165247749" 4 6 7
"chr7_165253735" 31 43 45
"chr7_165305297" 2 2 2
"chr7_165313470" 3 4 3
"chr7_165328262" 1 1 1
"chr7_165332115" 1 1 1
"chr7_165341813" 1 1 1
"chr7_165344440" 37 47 48
"chr7_165384229" 33 40 44
"chr7_165420479" 1 1 2
"chr7_165428653" 34 47 45
"chr7_165434634" 3 3 3
"chr7_165458421" 2 3 2
"chr7_165465314" 35 52 55
"chr7_165496992" 1 1 1
"chr7_165516375" 1 1 2
"chr7_165528840" 5 6 6
"chr7_165567974" 1 1 1
"chr7_165589480" 1 1 2
"chr7_165599410" 29 36 36
"chr7_165620563" 1 1 3
"chr7_165644382" 36 43 43
"chr7_165649307" 4 5 4
"chr7_165685837" 1 1 1
"chr7_165691566" 3 4 6
"chr7_165754214" 2 3 2
"chr7_165787736" 2 3 2
"chr7_165795976" 31 44 39
"chr7_165799338" 11 13 13
"chr7_165838990" 7 15 14
"chr7_165846033" 1 2 2
"chr7_165862185" 17 21 26
"chr7_165865875" 3 4 3
"chr7_165873240" 2 3 4
"chr7_165925301" 3 4 4
"chr7_165926724" 4 6 7
"chr7_165934239" 50 65 66
"chr7_165982790" 3 4 6
"chr7_165987815" 6 8 10
"chr7_165989638" 7 9 11
"chr7_165991274" 30 36 40
"chr7_165993165" 24 32 38
"chr7_166022193" 4 5 5
"chr7_166024764" 1 1 2
"chr7_166028456" 9 12 11
"chr7_166039453" 49 60 62
"chr7_166057581" 38 47 47
"chr7_166072065" 14 17 16
"chr7_166085923" 2 2 2
"chr7_166093244" 4 5 5
"chr7_166095476" 1 1 2
"chr7_166098126" 12 16 17
"chr7_166102848" 7 8 11
"chr7_166118821" 59 72 69
"chr7_166122271" 2 3 2
"chr7_166126052" 9 11 11
"chr7_166132945" 1 1 3
"chr7_166137471" 60 71 72
"chr7_166152633" 28 38 37
"chr7_166196410" 2 3 2
"chr7_166228206" 1 1 1
"chr7_166260911" 35 55 57
"chr7_166262352" 4 6 6
"chr7_166287197" 3 4 7
"chr7_166294617" 3 4 4
"chr7_166296585" 5 6 6
"chr7_166311747" 50 69 66
"chr7_166339995" 1 1 1
"chr7_166359391" 2 3 3
"chr7_166374769" 1 1 2
"chr7_166377220" 3 3 3
"chr7_166379838" 1 1 1
"chr7_166385100" 6 9 10
"chr7_166388921" 4 5 4
"chr7_166410222" 2 3 6
"chr7_166420457" 18 22 22
"chr7_166424038" 3 4 3
"chr7_166429437" 3 4 3
"chr7_166432187" 1 1 1
"chr7_166455336" 2 3 5
"chr7_166458202" 3 4 5
"chr7_166463846" 4 5 4
"chr7_166486917" 1 1 2
"chr7_166490790" 1 1 3
"chr7_166505669" 4 6 4
"chr7_166528128" 3 4 3
"chr7_166534030" 6 8 6
"chr7_166537620" 1 1 1
"chr7_166542155" 1 1 1
"chr7_166545872" 1 1 1
"chr7_166550802" 4 7 5
"chr7_166557027" 13 16 16
"chr7_166559875" 3 4 3
"chr7_166562323" 1 1 3
"chr7_166564762" 5 6 5
"chr7_166567730" 1 1 1
"chr7_166580684" 3 6 8
"chr7_166588706" 3 3 4
"chr7_166617124" 1 1 1
"chr7_166635879" 1 1 1
"chr7_166638107" 4 7 5
"chr7_166641407" 6 7 7
"chr7_166645749" 1 1 1
"chr7_166648283" 14 21 26
"chr7_166664708" 6 7 6
"chr7_166667223" 5 7 5
"chr7_166670089" 9 13 13
"chr7_166671857" 8 10 9
"chr7_166675124" 13 19 23
"chr7_166677316" 9 12 10
"chr7_166680378" 9 13 16
"chr7_166683171" 53 68 70
"chr7_166685648" 1 1 1
"chr7_166688166" 1 1 1
"chr7_166792026" 1 1 3
"chr7_166795361" 24 31 30
"chr7_166809906" 8 11 11
"chr7_166820413" 3 4 4
"chr7_166841542" 2 2 2
"chr7_166846452" 1 1 1
"chr7_166848341" 4 6 5
"chr7_166850114" 7 10 12
"chr7_166854459" 13 17 16
"chr7_166856952" 1 1 2
"chr7_166859171" 1 1 2
"chr7_166861514" 20 27 27
"chr7_166872956" 18 25 23
"chr7_166875612" 30 38 36
"chr7_166877265" 2 2 4
"chr7_166881777" 1 1 2
"chr7_166885214" 1 1 1
"chr7_166904397" 2 2 2
"chr7_166916243" 4 5 5
"chr7_166921875" 28 34 34
"chr7_166939003" 1 1 2
"chr7_166948406" 4 5 5
"chr7_166990026" 3 4 3
"chr7_166992633" 3 4 4
"chr7_166994791" 2 2 4
"chr7_166996456" 5 6 9
"chr7_166998320" 17 21 21
"chr7_167000358" 3 4 3
"chr7_167002469" 43 65 69
"chr7_167004415" 16 22 21
"chr7_167025925" 4 6 5
"chr7_167034495" 13 16 16
"chr7_167043135" 4 5 6
"chr7_167050928" 5 6 6
"chr7_167062224" 11 14 16
"chr7_167066009" 2 2 2
"chr7_167072628" 1 1 3
"chr7_167076017" 6 6 7
"chr7_167079424" 2 3 3
"chr7_167122472" 2 2 2
"chr7_167124494" 7 10 12
"chr7_167128196" 11 13 12
"chr7_167130660" 1 1 1
"chr7_167132605" 5 7 5
"chr7_167134573" 1 1 1
"chr7_167137951" 8 9 10
"chr7_167139883" 1 2 3
"chr7_167141535" 11 15 14
"chr7_167145435" 5 7 8
"chr7_167147401" 1 1 1
"chr7_167171206" 27 33 34
"chr7_167173574" 2 3 3
"chr7_167184707" 7 10 9
"chr7_167312104" 2 3 5
"chr7_167317149" 5 6 7
"chr7_167358721" 4 4 4
"chr7_167360753" 2 3 4
"chr7_167362701" 3 4 4
"chr7_167364929" 53 65 64
"chr7_167368611" 9 13 12
"chr7_167372578" 1 1 1
"chr7_167381294" 2 3 3
"chr7_167383147" 4 6 6
"chr7_167387005" 4 5 5
"chr7_167392201" 1 1 2
"chr7_167399546" 2 2 2
"chr7_167402162" 3 4 4
"chr7_167452177" 37 65 70
"chr7_167470686" 8 10 9
"chr7_167476505" 2 3 4
"chr7_167484861" 1 1 1
"chr7_167496336" 5 6 6
"chr7_167505566" 4 4 6
"chr7_167506975" 24 26 25
"chr7_167517062" 4 5 5
"chr7_167535517" 2 3 2
"chr7_167541418" 56 68 70
"chr7_167546325" 2 2 2
"chr7_167548495" 14 23 19
"chr7_167552674" 3 7 4
"chr7_167556078" 1 1 1
"chr7_167604308" 3 5 10
"chr7_167611507" 48 65 65
"chr7_167625705" 7 10 10
"chr7_167629745" 9 11 10
"chr7_167642623" 1 1 3
"chr7_167678212" 1 1 1
"chr7_167685445" 37 65 69
"chr7_167701430" 1 1 1
"chr7_167704274" 2 2 2
"chr7_167723349" 5 7 7
"chr7_167730917" 1 2 1
"chr7_167737162" 45 72 62
"chr7_167744316" 46 61 63
"chr7_167792840" 1 1 1
"chr7_167798985" 4 5 5
"chr7_167805448" 40 50 50
"chr7_167809378" 4 5 6
"chr7_167822020" 1 1 1
"chr7_167854161" 2 3 4
"chr7_167856325" 1 1 1
"chr7_167861004" 18 33 32
"chr7_167875138" 3 4 4
"chr7_167886097" 3 4 3
"chr7_167889754" 15 20 20
"chr7_167892559" 14 18 18
"chr7_167894663" 3 4 3
"chr7_167897028" 5 6 7
"chr7_167899587" 10 12 12
"chr7_167901465" 3 4 3
"chr7_167904804" 6 9 12
"chr7_167906993" 17 21 20
"chr7_167915047" 1 1 1
"chr7_167917178" 1 1 1
"chr7_167930260" 2 3 2
"chr7_167934724" 5 6 5
"chr7_167993778" 5 6 8
"chr7_168002390" 10 14 12
"chr7_168009250" 1 1 1
"chr7_168034380" 1 1 1
"chr7_168041555" 16 30 25
